5424,19392,0;56;60;69;87;91;93;97;116;123;136;
896,3584,115;127;133;
4520,16160,25;43;63;65;89;102;109;119;126;
259,1036,
570,2268,6;
5876,21008,0;56;60;69;87;91;93;97;116;123;136;139;
570,2264,7;
570,2272,8;
570,2272,9;
285,1136,
9944,35552,90;113;128;156;180;186;190;197;199;203;219;220;222;225;228;229;236;237;239;246;252;
7232,25848,25;43;63;65;89;102;109;119;126;141;160;161;172;191;200;
1120,4476,115;127;133;140;
3616,12936,4;5;59;64;70;77;98;
391,1492,
3164,11316,26;36;39;95;117;138;
535,2108,37;270;
1808,6464,90;113;128;
266,1040,
190,756,
4068,14552,4;5;59;64;70;77;98;152;
4972,17776,25;43;63;65;89;102;109;119;126;141;
5424,19388,25;43;63;65;89;102;109;119;126;141;160;
203,760,
3616,12936,26;36;39;95;117;138;154;
4520,16160,19;38;50;76;78;101;130;131;134;
1975,7440,
240,940,
4520,16164,4;5;59;64;70;77;98;152;159;
4068,14552,26;36;39;95;117;138;154;163;
6328,22624,0;56;60;69;87;91;93;97;116;123;136;139;144;
4972,17784,4;5;59;64;70;77;98;152;159;167;
6780,24240,0;56;60;69;87;91;93;97;116;123;136;139;144;169;
5876,21004,25;43;63;65;89;102;109;119;126;141;160;161;
5424,19396,4;5;59;64;70;77;98;152;159;167;170;
4520,16168,26;36;39;95;117;138;154;163;168;
4972,17776,19;38;50;76;78;101;130;131;134;164;
185,664,
5424,19396,19;38;50;76;78;101;130;131;134;164;175;
4972,17788,26;36;39;95;117;138;154;163;168;174;
5876,21016,19;38;50;76;78;101;130;131;134;164;175;177;
2260,8080,90;113;128;156;
5424,19408,26;36;39;95;117;138;154;163;168;174;178;
152,568,
191,764,
7232,25856,0;56;60;69;87;91;93;97;116;123;136;139;144;169;171;
5985,7940,808;1940;1990;2096;2225;2301;
2712,9700,90;113;128;156;180;
6328,22632,19;38;50;76;78;101;130;131;134;164;175;177;179;
5876,21012,4;5;59;64;70;77;98;152;159;167;170;173;
266,1040,
3164,11320,90;113;128;156;180;186;
6328,22620,25;43;63;65;89;102;109;119;126;141;160;161;172;
5876,21020,26;36;39;95;117;138;154;163;168;174;178;181;
6328,22632,26;36;39;95;117;138;154;163;168;174;178;181;192;
516,1032,
315,1260,
6780,24252,26;36;39;95;117;138;154;163;168;174;178;181;192;193;
3616,12936,90;113;128;156;180;186;190;
257,1024,
4068,14552,90;113;128;156;180;186;190;197;
6780,24236,25;43;63;65;89;102;109;119;126;141;160;161;172;191;
6328,22632,4;5;59;64;70;77;98;152;159;167;170;173;188;
6780,24252,4;5;59;64;70;77;98;152;159;167;170;173;188;201;
4520,16168,90;113;128;156;180;186;190;197;199;
7684,27468,0;56;60;69;87;91;93;97;116;123;136;139;144;169;171;184;
524,856,
8136,29084,0;56;60;69;87;91;93;97;116;123;136;139;144;169;171;184;204;
8588,30700,0;56;60;69;87;91;93;97;116;123;136;139;144;169;171;184;204;206;
396,1480,
363,1356,
7232,25872,4;5;59;64;70;77;98;152;159;167;170;173;188;201;202;
7684,27460,25;43;63;65;89;102;109;119;126;141;150;160;161;172;191;200;
7684,27492,4;5;59;64;70;77;98;152;159;167;170;173;188;201;202;210;
257,1028,
8136,29108,4;5;59;64;70;77;98;152;159;167;170;173;188;201;202;210;212;
684,2268,1960;
8588,30724,4;5;59;64;70;77;98;152;159;167;170;173;188;201;202;210;212;214;
6780,24252,19;38;50;76;78;101;130;131;134;164;175;177;179;187;
9040,32336,4;5;59;64;70;77;98;152;159;167;170;173;188;201;202;210;212;214;216;
4972,17780,90;113;128;156;180;186;190;197;199;203;
5424,19396,90;113;128;156;180;186;190;197;199;203;219;
786,1396,
5876,21008,90;113;128;156;180;186;190;197;199;203;219;220;
9040,32316,0;56;60;69;87;91;93;97;116;123;136;139;144;169;171;184;204;206;207;
1104,4124,
6328,22624,90;113;128;156;180;186;190;197;199;203;219;220;222;
7232,25872,19;38;50;76;78;101;130;131;134;164;175;177;179;187;217;
9492,33932,0;56;60;69;87;91;93;97;116;123;136;139;144;169;171;184;204;206;207;223;
6780,24240,90;113;128;156;180;186;190;197;199;203;219;220;222;225;
7232,25856,90;113;128;156;180;186;190;197;199;203;219;220;222;225;228;
266,1044,
816,3260,
115,440,
9492,33952,4;5;59;64;70;77;98;152;159;167;170;173;188;201;202;210;212;214;216;218;
8136,29072,25;43;63;65;89;102;109;119;126;141;150;160;161;172;191;200;211;
9944,35568,4;5;59;64;70;77;98;152;159;167;170;173;188;201;202;210;212;214;216;218;233;
7684,27472,90;113;128;156;180;186;190;197;199;203;219;220;222;225;228;229;
8136,29084,90;113;128;156;180;186;190;197;199;203;219;220;222;225;228;229;236;
7684,27484,19;38;50;76;78;101;130;131;134;164;175;177;179;187;217;226;
8588,30700,90;113;128;156;180;186;190;197;199;203;219;220;222;225;228;229;236;237;
190,756,
10396,37184,4;5;59;64;70;77;98;152;159;167;170;173;188;201;202;210;212;214;216;218;233;235;
10396,37160,0;56;60;69;87;91;93;97;116;121;123;136;139;144;169;171;184;204;206;207;223;227;
8136,29104,19;38;50;76;78;101;130;131;134;164;175;177;179;187;217;226;238;
8588,30724,19;38;50;76;78;101;130;131;134;164;175;177;179;187;217;226;238;243;
370,1328,176;
9040,32316,90;113;128;156;180;186;190;197;199;203;219;220;222;225;228;229;236;237;239;
175,660,
8588,30692,25;43;63;65;89;102;109;119;126;141;150;160;161;172;191;200;211;234;
10848,38772,0;56;60;69;87;91;93;97;116;121;123;136;139;144;169;171;184;204;206;207;223;227;242;
11300,40392,0;56;60;69;87;91;93;97;116;121;123;136;139;144;169;171;184;204;206;207;223;227;242;249;
520,2072,
9492,33932,90;113;128;156;180;186;190;197;199;203;219;220;222;225;228;229;236;237;239;246;
8180,3136,
5892,20408,534;570;592;613;631;651;671;684;712;1111;1544;1558;1577;1655;1948;2154;2256;
9040,32340,19;38;50;76;78;101;130;131;134;164;175;177;179;187;217;226;238;243;244;
2712,9692,17;55;58;99;107;
9492,33956,19;38;50;76;78;101;130;131;134;164;175;177;179;187;217;226;238;243;244;255;
266,1040,
818,3268,
235,892,
855,3404,9;147;
855,3396,7;145;
1356,1792,2192;
855,3400,6;143;
855,3404,8;146;
234,880,
570,2272,148;
266,1040,
266,1040,
380,1496,37;
191,764,
268,1048,
445,1760,
209,760,
266,1044,
190,756,
230,900,
168,672,
203,760,
9991,39420,
266,1044,
1122,1484,
340,1356,
690,2720,37;155;270;
1498,2672,2688;3768;4414;
348,1392,
268,1024,
536,2052,287;
9991,39528,
520,2076,
804,3076,287;288;
8550,11332,1818;2087;2287;2569;2768;2959;3191;3349;3468;
1071,4100,287;288;291;
266,1040,
266,1040,
845,3332,37;155;270;284;
266,1040,
1339,5128,287;288;291;293;
1000,3944,37;155;270;284;296;
258,1028,
144,544,
516,2060,300;
1607,6152,287;288;291;293;298;
142,568,
266,1044,
774,3092,300;302;
361,1348,
224,892,
222,888,
1456,5468,
224,892,
268,1048,
235,900,
257,1024,
195,764,
268,1052,
372,1488,
485,1940,
267,1024,
678,904,
123,488,
224,892,
13275,13600,2942;2993;3129;3288;3377;3494;3533;3624;3706;3779;3963;
224,892,
209,836,
1493,2664,2796;3815;4476;
268,1048,
266,1040,
209,760,
299,1168,
224,896,
266,1040,
158,576,
394,1476,
247,984,
1140,4532,7;145;262;
1140,4536,8;146;265;
1140,4532,6;143;264;
1140,4540,9;147;261;
168,672,
1155,4556,37;155;270;284;296;299;
203,760,
733,2668,
372,1484,
813,544,
888,3448,
2773,7948,2086;2285;2721;2828;2976;3201;
360,1284,
266,1044,
190,760,
168,672,
299,1172,
266,1044,
257,1028,
152,568,
1356,5068,
299,1172,
1620,6080,
204,768,
301,1176,
266,1040,
168,672,
190,756,
299,1168,
266,1044,
257,1028,
154,576,
213,832,
943,3524,
258,1032,
226,904,
268,1052,
169,672,
266,1044,
173,668,
173,668,
268,1052,
374,1492,
266,1044,
152,568,
1140,4544,35;148;267;
1425,5668,8;146;265;337;
1425,5676,9;147;261;339;
678,896,
678,896,
1425,5664,7;145;262;336;
1425,5668,6;143;264;338;
364,1348,
355,1388,
154,612,
166,664,
224,892,
2446,4440,
166,664,
266,1044,
213,808,
226,904,
191,716,
312,1168,
301,1176,
142,536,
430,1708,373;
554,2064,
268,1052,
224,892,
166,664,
166,664,
266,1040,
9145,36520,
238,900,
238,888,
239,896,
168,672,
224,892,
266,1044,
2087,7984,
314,1176,
226,904,
573,904,
1710,6800,6;143;264;338;387;
678,900,
1710,6804,8;146;265;337;382;
1710,6812,9;147;261;339;383;
257,1024,
1425,5676,35;148;267;381;
1710,6800,7;145;262;336;386;
235,880,
200,756,
1208,4392,
9145,36528,
39708,158272,
171,672,
2558,10208,
9145,36512,
422,1612,
191,768,
308,1224,390;
390,1488,
658,2512,438;
1226,4880,
167,664,
276,1040,
235,904,
503,1932,443;
235,900,
502,1924,445;
267,1024,
413,1616,
486,1940,
678,892,
268,1028,
1009,908,
678,904,
312,1180,
1140,1792,4205;
24910,97372,
167,664,
119,444,
134,536,
200,756,
284,1136,304;
1346,5376,115;127;133;140;151;
235,900,
224,896,
9145,36512,
374,1496,
224,892,
3926,15652,
3415,5668,2081;2491;2807;2963;
136,544,
226,900,
226,896,
3393,12104,
1506,1480,
271,1028,
318,1136,
9145,36524,
142,536,
136,544,
190,760,
344,1296,
190,760,
1675,5664,1850;2089;2298;2348;
249,900,
1710,6812,35;148;267;381;425;
5985,23812,8;146;265;337;382;422;490;538;569;688;747;788;809;822;903;936;972;1009;1060;1089;
609,2272,476;
1995,7944,9;147;261;339;383;423;
1995,7932,6;143;264;338;387;420;
1995,7940,8;146;265;337;382;422;
1995,7936,7;145;262;336;386;426;
9145,36524,
200,756,
175,660,
249,904,
200,756,
191,760,
397,1480,
4484,17892,
1304,5044,37;155;270;284;296;299;341;
152,568,
913,3408,476;487;
240,908,
249,900,
513,2052,213;
244,896,
224,892,
200,760,
9600,10212,2939;2997;3131;3287;3379;3497;3534;3625;
396,1480,
9991,39652,
246,896,
278,1112,
529,1988,
1255,4544,476;487;502;
520,2072,
185,664,
246,892,
271,1028,
193,760,
209,760,
371,1468,
136,544,
259,1032,
259,1036,
1309,5232,10;11;525;
1545,5676,476;487;502;515;
290,1132,
297,1132,
119,444,
1521,6064,
1842,6808,476;487;502;515;527;
475,1616,
286,1132,
29437,117588,
239,892,
2280,9068,6;143;264;338;387;420;489;
2280,9072,8;146;265;337;382;422;490;
2280,9080,9;147;261;339;383;423;488;
2280,9072,7;145;262;336;386;426;491;
1995,7944,35;148;267;381;425;485;
2156,7944,476;487;502;515;527;532;
1699,6776,531;
2496,9084,571;587;624;646;662;683;695;
604,2264,528;
611,2264,529;
2470,9080,476;487;502;515;527;532;542;
409,1492,
1558,6216,
226,904,
340,1352,
178,664,
977,3840,
676,904,
607,2272,
226,904,
644,2576,
119,444,
226,904,
119,444,
919,3668,
748,2984,471;
555,2072,
259,1036,
230,904,
226,900,
2280,9080,35;148;267;381;425;485;541;
2565,10204,7;145;262;336;386;426;491;540;
2565,10208,8;146;265;337;382;422;490;538;
572,2268,534;
286,1136,
2565,10200,6;143;264;338;387;420;489;537;
2565,10212,9;147;261;339;383;423;488;539;
17100,1132,
286,1132,
286,1132,
286,1136,
152,568,
1578,1428,4225;
177,672,
572,2272,577;
361,1344,
286,1136,
176,664,
902,3396,528;545;
915,3400,529;546;
572,2272,571;
572,2268,576;
175,664,
371,1400,
2774,10216,476;487;502;515;527;532;542;547;
858,3404,534;570;
572,2264,575;
9145,36520,
1206,4528,528;545;585;
934,3408,577;581;
17955,23816,185;808;1070;1169;1940;1990;2096;2225;2301;2574;2775;2886;2961;3029;3116;3180;3257;3332;3360;3424;
572,2272,583;
209,760,
1233,4536,529;546;586;
522,2076,
363,1356,
818,3264,
496,1980,
292,1156,
372,1484,
474,1616,
258,1032,
8208,27220,1810;1967;2072;2217;2291;2486;2553;2727;2813;2884;2960;3025;3113;3184;3267;3346;3422;3452;3511;3563;3598;3642;3666;
6015,20496,
474,1616,
649,2208,
2383,9072,534;570;592;631;651;671;684;
9040,32308,25;43;63;65;89;102;109;119;126;141;150;160;161;172;191;200;211;234;248;
9492,33920,25;43;63;65;89;102;109;119;126;141;150;160;161;172;191;200;211;234;248;614;
1169,3960,
702,2672,
9944,35532,25;43;63;65;89;102;109;119;126;141;150;160;161;172;191;200;211;234;248;614;615;
301,1028,
10396,37168,90;113;128;149;156;180;186;190;197;199;203;219;220;222;225;228;229;236;237;239;246;252;
1521,5668,529;546;586;600;
648,2204,
871,3400,576;588;
871,3408,571;587;
678,900,
10848,38788,90;113;128;149;156;180;186;190;197;199;203;219;220;222;225;228;229;236;237;239;246;252;620;
11300,40404,90;113;128;149;156;180;186;190;197;199;203;219;220;222;225;228;229;236;237;239;246;252;620;626;
200,756,
871,3400,575;593;
301,1028,
1157,4540,534;570;592;
1494,5664,528;545;585;595;
871,3404,583;598;
1233,4544,577;581;596;
770,3076,213;505;
249,900,
1815,6804,529;546;586;600;621;
299,1132,
299,1132,
224,896,
166,664,
1311,4892,
226,900,
3068,11352,476;487;502;515;527;532;542;547;591;
1172,4532,576;588;623;
1172,4544,571;587;624;
1788,6796,528;545;585;595;632;
230,892,
1172,4532,575;593;629;
2532,9080,577;581;596;634;655;673;693;
1458,5672,534;570;592;631;
279,1012,
2109,7936,529;546;586;600;621;637;
1172,4540,583;598;633;
1534,5676,577;581;596;634;
5700,22688,7;145;262;336;386;426;491;540;568;687;749;790;820;859;904;977;1008;1058;1099;
600,2264,638;
600,2268,639;
218,856,
3369,12484,476;487;502;515;527;532;542;547;591;644;
166,664,
1473,5680,571;587;624;646;
2089,7928,528;545;585;595;632;647;
1473,5668,576;588;623;645;
372,1480,
154,612,
175,664,
2565,1132,
2411,9068,529;546;586;600;621;637;653;
1474,5664,575;593;629;649;
1760,6808,534;570;592;631;651;
1474,5676,583;598;633;654;
1836,6812,577;581;596;634;655;
3054,11328,528;545;585;595;632;647;663;699;706;
249,904,
902,3396,638;657;
3852,15408,802;885;1177;1274;1275;1276;1277;1278;1279;1280;1281;1282;1283;1284;1285;1286;1287;1288;1289;1290;1293;1294;
902,3400,639;658;
1005,672,
1775,6800,576;588;623;645;664;
186,692,
1775,6796,575;593;629;649;670;
1775,6816,571;587;624;646;662;
2061,7940,534;570;592;631;651;671;
2565,10216,35;148;267;381;425;485;541;567;
2850,11332,6;143;264;338;387;420;489;537;572;
2850,11336,7;145;262;336;386;426;491;540;568;
2850,11340,8;146;265;337;382;422;490;538;569;
2850,11348,9;147;261;339;383;423;488;539;573;
1206,4528,638;657;676;
226,904,
4845,19296,35;148;267;381;425;485;541;567;685;743;785;818;905;940;982;1005;
2140,7944,577;581;596;634;655;673;
1119,1480,
2091,7952,571;587;624;646;662;683;
1216,4532,639;658;678;
6291,25076,
2097,7936,576;588;623;645;664;680;
2393,9060,528;545;585;595;632;647;663;
2715,10200,529;546;586;600;621;637;653;669;
1074,3892,
226,896,
152,568,
1848,6812,583;598;633;654;672;
2167,7928,575;593;629;649;670;682;
2711,10192,528;545;585;595;632;647;663;699;
1598,5664,638;657;676;690;
463,1756,
3033,11336,529;546;586;600;621;637;653;669;700;
1604,5668,639;658;678;696;
2501,9072,576;588;623;645;664;680;698;
2787,10208,534;570;592;613;631;651;671;684;
152,568,
175,664,
191,764,
2247,7948,583;598;633;654;672;704;
2582,9064,575;593;629;649;670;682;705;
193,724,
168,672,
1570,6272,115;127;133;140;151;462;
154,576,
200,756,
175,664,
190,760,
170,612,
225,900,
167,664,
372,1484,
224,896,
175,664,
438,1488,
485,1928,
191,768,
2002,7836,
3135,12464,6;143;264;338;387;420;489;537;572;686;
249,940,
166,664,
186,728,
177,672,
167,664,
191,764,
448,1792,729;
2850,11348,35;148;267;381;425;485;541;567;685;
819,672,
372,664,
3135,12480,9;147;261;339;383;423;488;539;573;689;
3135,12472,8;146;265;337;382;422;490;538;569;688;
479,672,
3135,12472,7;145;262;336;386;426;491;540;568;687;
191,768,
177,672,
301,1024,
1533,5716,
300,1024,
949,3232,612;
142,536,
520,2076,
226,904,
1340,5136,854;1397;1428;1431;
698,2672,
142,536,
175,664,
528,1988,
7125,28356,8;146;265;337;382;422;486;490;538;569;688;747;788;809;822;903;936;972;1009;1060;1089;1216;1244;1267;
528,1988,
993,664,
634,2528,
224,896,
226,900,
1890,6804,639;658;678;696;710;
200,760,
21778,19280,2008;2330;2505;2610;2816;2935;3099;3343;3382;3450;3559;3673;4032;4422;4523;4706;
166,664,
573,760,
182,612,
579,2176,
198,792,
190,756,
360,1340,
3334,13288,
2274,8576,
9145,36520,
175,664,
567,892,
3135,12484,35;148;267;381;425;485;541;567;685;743;
3420,13612,9;147;261;339;383;423;488;539;573;689;746;
3420,13596,6;143;264;338;387;420;489;537;572;686;735;
3420,13604,8;146;265;337;382;422;490;538;569;688;747;
383,756,
3420,13608,7;145;262;336;386;426;491;540;568;687;749;
226,900,
374,1492,
520,2076,
191,764,
300,1024,
5415,21564,35;148;267;381;425;485;541;567;685;692;743;785;818;905;940;982;1005;1100;
175,660,
361,1344,
185,680,
226,848,
191,764,
336,1344,1274;
431,1624,
175,660,
168,672,
198,792,
209,760,
855,1132,
5700,22676,8;146;265;337;382;422;490;538;569;688;747;788;822;903;936;972;1009;1060;1089;
3099,11332,1601;1609;1639;1642;1644;1645;1649;1650;1665;
1169,3972,
522,2076,
234,892,
235,896,
175,664,
114,452,
9991,39552,
3420,13620,35;148;267;381;425;485;541;567;685;743;785;
3705,14732,6;143;264;338;387;420;489;537;572;686;735;787;
3705,14740,7;145;262;336;386;426;491;540;568;687;749;790;
3705,14744,9;147;261;339;383;423;488;539;573;689;746;786;
3705,14740,8;146;265;337;382;422;490;538;569;688;747;788;
211,800,
374,1488,
12540,12484,1943;2243;2296;2723;2810;2876;3023;3264;3421;3503;
168,672,
441,1764,
609,2436,827;
427,1704,524;
349,1396,
4022,16088,1018;1020;1025;1030;1049;1080;1083;1092;1104;1107;1113;1118;1126;1129;1136;1137;1138;1139;1141;1142;1143;1144;1145;
1015,4064,413;830;
369,1396,
420,1564,799;
190,760,
185,704,
250,900,
239,896,
154,576,
190,760,
9145,36516,
119,444,
374,1492,
177,672,
233,880,
222,892,
168,672,
246,892,
226,764,
175,664,
195,656,
1228,4904,
258,1032,
536,2056,1397;
361,1352,
187,672,
1523,1572,2334;
152,568,
4275,17012,7;145;262;336;386;426;491;540;568;687;749;790;820;904;
195,656,
7188,1472,
190,756,
323,1208,
475,1612,
226,900,
119,444,
820,2792,
995,3384,
301,1024,
301,1028,
475,1620,
649,2204,
301,1024,
301,1024,
374,1352,
168,672,
117,440,
310,1160,
259,1028,
756,896,
648,2204,
1122,3816,611;
111,444,
300,1024,
3180,12720,802;1177;1274;1275;1276;1277;1278;1279;1280;1281;1282;1283;1284;1285;1286;1287;1288;1289;
472,1612,
573,904,
9145,36524,
301,1024,
301,1028,
301,1024,
472,1612,
170,680,
301,1028,
596,2352,
436,1744,
341,1348,
729,768,
9145,36524,
820,2800,
820,2792,
3990,15876,9;147;261;339;383;423;488;539;573;689;746;786;821;
3990,15876,8;146;265;337;382;422;490;538;569;688;747;788;822;
3990,15876,7;145;262;336;386;426;491;540;568;687;749;790;820;
3705,14756,35;148;267;381;425;485;541;567;685;743;785;818;
2455,7932,483;1850;2089;2298;2348;2841;
3990,15864,6;143;264;338;387;420;489;537;572;686;735;787;819;
249,900,
301,1024,
646,2204,
649,2208,
9145,36520,
474,1612,
371,1480,
854,3260,
154,576,
9145,36520,
225,900,
1549,1036,
366,1464,
4330,15712,
1855,6992,
204,764,
185,664,
204,768,
227,896,
265,904,
122,444,
567,896,
152,568,
819,2796,
1376,5492,
143,568,
381,1520,715;
204,768,
4275,17008,8;146;265;337;382;422;490;538;569;688;747;788;822;903;
4275,17000,6;143;264;338;387;420;489;537;572;686;735;787;819;907;
4275,17012,9;147;261;339;383;423;488;539;573;689;746;786;821;902;
255,904,
3990,15892,35;148;267;381;425;485;541;567;685;743;785;818;905;
256,1024,
142,568,
246,892,
226,904,
273,1032,
231,840,
168,672,
168,672,
227,904,
1687,5748,
1000,2292,
154,576,
4977,16944,
820,2796,
168,672,
189,756,
474,1612,
475,1620,
2530,7932,1963;2058;2263;2493;2895;3045;
240,904,
144,544,
226,904,
175,696,
234,880,
338,1352,
486,1936,
249,900,
286,1132,
535,1940,
621,2484,
144,544,
4560,18140,8;146;265;337;382;422;490;538;569;688;747;788;822;903;936;
286,1132,
3849,14740,22;973;979;1461;1463;1491;1493;1497;1501;1505;1511;1513;
4560,18136,6;143;264;338;387;420;489;537;572;686;735;787;819;907;937;
4560,18148,9;147;261;339;383;423;488;539;573;689;746;786;821;902;938;
4560,18148,7;145;262;336;386;426;491;540;568;687;749;790;820;859;904;
1232,4472,198;314;667;
572,2268,973;
488,1948,
262,896,
4275,17028,35;148;267;381;425;485;541;567;685;743;785;818;905;940;
9145,36520,
166,664,
209,756,
9145,36520,
369,1388,
397,1488,
168,672,
409,1488,
226,904,
4845,19272,6;143;264;338;387;420;489;537;572;686;735;787;819;907;937;975;
2115,7552,362;366;448;714;
271,1024,
996,3384,
474,1612,
300,1024,
399,1488,
253,900,
602,2056,894;
820,2792,
1168,3980,
374,1496,
300,1024,
4560,18164,35;148;267;381;425;485;541;567;685;743;785;818;905;940;982;
4845,19284,9;147;261;339;383;423;488;539;573;689;746;786;821;902;938;976;
257,1028,
4845,19284,7;145;262;336;386;426;491;540;568;687;749;790;820;859;904;977;
4845,19276,8;146;265;337;382;422;490;538;569;688;747;788;822;903;936;972;
152,568,
119,444,
11178,44596,
5884,9080,1684;1703;1952;2314;2834;3106;3460;
144,576,
224,892,
190,760,
224,892,
168,672,
166,664,
336,1344,1018;
1114,4448,
166,664,
262,1048,
175,660,
504,2016,1018;1020;
271,1024,
1706,6796,
605,848,
185,664,
672,2688,1018;1020;1025;
189,756,
142,536,
170,672,
797,3076,
388,1456,964;
300,1024,
507,1900,964;1035;
9991,39676,
507,1988,
410,1492,
224,892,
222,884,
541,2020,
338,1352,
448,1784,1041;
301,1024,
200,756,
258,1028,
838,3352,1018;1020;1025;1030;
288,1032,
9145,36516,
185,664,
475,1620,
300,1024,
9145,36524,
639,2548,1041;1045;
249,940,
5130,20416,7;145;262;336;386;426;491;540;568;687;749;790;820;859;904;977;1008;
5130,20408,6;143;264;338;387;420;489;537;572;686;735;787;819;907;937;975;992;
5130,20412,8;146;265;337;382;422;490;538;569;688;747;788;822;903;936;972;1009;
5130,20420,9;147;261;339;383;423;488;539;573;689;746;786;821;902;938;976;1006;
224,892,
639,2560,729;742;
200,756,
1120,3824,900;
5381,18476,1376;1377;1379;1380;1385;1387;1389;1390;1391;1393;1394;1398;1399;1400;1402;1403;1404;
300,1024,
474,1612,
474,1612,
10260,13612,185;808;1169;1940;1990;2096;2225;2301;2574;2775;2886;
475,1616,
178,664,
301,1024,
190,760,
200,756,
630,2516,1048;
200,760,
226,888,
185,664,
1006,4024,1018;1020;1025;1030;1049;
452,1776,1078;
166,664,
1172,4688,1018;1020;1025;1030;1049;1080;
3359,892,
166,664,
373,1476,
166,664,
185,664,
5415,21544,8;146;265;337;382;422;490;538;569;688;747;788;822;903;936;972;1009;1060;
482,1920,1048;
891,3148,708;
1508,6032,1018;1020;1025;1030;1049;1080;1083;1104;
119,444,
1452,5200,354;475;519;
2409,2044,
5415,21540,6;143;264;338;387;420;489;537;572;686;735;787;819;907;937;975;992;1059;
2601,3608,3841;4016;
5415,21552,9;147;261;339;383;423;488;539;573;689;746;786;821;902;938;976;1006;1061;
5415,21552,7;145;262;336;386;426;491;540;568;687;749;790;820;859;904;977;1008;1058;
5130,20428,35;148;267;381;425;485;541;567;685;692;743;785;818;905;940;982;1005;
191,764,
240,900,
200,760,
1340,5360,1018;1020;1025;1030;1049;1080;1083;
394,1476,
372,1336,340;
1676,6704,1018;1020;1025;1030;1049;1080;1083;1092;1104;
235,880,
239,904,
144,544,
5034,18140,534;570;592;613;631;651;671;684;712;1544;1558;1577;1655;1948;2256;
168,672,
1844,7376,1018;1020;1025;1030;1049;1080;1083;1092;1104;1107;
265,900,
612,2080,
784,2672,
475,1620,
2012,8048,1018;1020;1025;1030;1049;1080;1083;1092;1104;1107;1113;
408,1448,
170,680,
239,904,
301,1024,
300,1024,
474,1612,
9145,36516,
2178,8712,1018;1020;1025;1030;1049;1080;1083;1092;1104;1107;1113;1118;
168,672,
401,1604,
2346,9384,1018;1020;1025;1030;1049;1080;1083;1092;1104;1107;1113;1118;1126;
177,668,
154,576,
168,672,
334,1336,948;
224,892,
143,568,
2514,10056,1018;1020;1025;1030;1049;1080;1083;1092;1104;1107;1113;1118;1126;1129;
2682,10728,1018;1020;1025;1030;1049;1080;1083;1092;1104;1107;1113;1118;1126;1129;1136;
2850,11400,1018;1020;1025;1030;1049;1080;1083;1092;1104;1107;1113;1118;1126;1129;1136;1137;
3018,12072,1018;1020;1025;1030;1049;1080;1083;1092;1104;1107;1113;1118;1126;1129;1136;1137;1138;
19291,69832,
